39;i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i15,i15i05,i05i04,i04i03,i03i02
40;i47i46,i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i66,i66i65,i65i64,i64i63,i63i53,i53i43,i43i33,i33i23,i23i13
41;i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i34,i34i35,i35i36,i36i46,i46i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i54
42;i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i72
43;i32i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i56,i56i57
44;i55i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i37,i37i27,i27i26,i26i25,i25i24,i24i23,i23i13,i13i03
45;i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21
46;i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i64,i64i74,i74i75
47;i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65
48;i22i32,i32i33,i33i34,i34i44,i44i43,i43i33,i33i34,i34i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i11,i11i12,i12i13,i13i03,i03i02,i02i01
49;i12i13,i13i14,i14i24,i24i23,i23i22,i22i32,i32i33,i33i34,i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73
50;i00i10,i10i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i31,i31i21,i21i11,i11i12,i12i22,i22i32,i32i33,i33i34,i34i35,i35i36,i36i37,i37i27
51;i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i53,i53i43,i43i33,i33i34,i34i35,i35i36,i36i37,i37i27,i27i26,i26i36,i36i46,i46i45
52;i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04
53;i22i21,i21i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01
54;i44i43,i43i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63
55;i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i45,i45i35,i35i36,i36i37,i37i27
56;i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12,i12i22,i22i32,i32i33
57;i46i56,i56i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i32
58;i53i43,i43i33,i33i34,i34i35,i35i25,i25i24,i24i23,i23i22,i22i32,i32i42,i42i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i56
59;i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20
60;i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70
61;i25i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22
62;i37i27,i27i26,i26i25,i25i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03
63;i53i43,i43i42,i42i52,i52i53,i53i43,i43i33,i33i34,i34i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12
64;i35i25,i25i15,i15i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i16,i16i26,i26i25,i25i24,i24i23,i23i13,i13i03,i03i02,i02i12
65;i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i22,i22i21,i21i11,i11i12,i12i22,i22i21,i21i20,i20i30
66;i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50
67;i17i07,i07i06,i06i16,i16i26,i26i36,i36i46,i46i45,i45i35,i35i25,i25i24,i24i23,i23i22,i22i32,i32i42,i42i52,i52i62,i62i61,i61i51,i51i52
68;i22i32,i32i42,i42i41,i41i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67
69;i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i33
70;i02i12,i12i22,i22i32,i32i33,i33i34,i34i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32
71;i65i55,i55i56,i56i66,i66i65,i65i64,i64i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57
72;i45i44,i44i43,i43i42,i42i41,i41i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51
73;i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i13,i13i03,i03i02
74;i54i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17
75;i31i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i74
76;i65i64,i64i63,i63i62,i62i61,i61i51,i51i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44
77;i64i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i54,i54i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07
78;i61i51,i51i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71
79;i16i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i35,i35i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46
80;i66i65,i65i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16
81;i13i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41
82;i34i35,i35i25,i25i24,i24i34,i34i35,i35i36,i36i37,i37i27,i27i26,i26i36,i36i46,i46i45,i45i35,i35i36,i36i46,i46i45,i45i35,i35i25,i25i24
83;i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i24,i24i34,i34i44,i44i54,i54i55,i55i45,i45i35,i35i25,i25i24,i24i34,i34i35
84;i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57
85;i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73,i73i63
86;i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12,i12i13
87;i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37
88;i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i16
89;i77i67,i67i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i46,i46i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i54
90;i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i46,i46i45,i45i35,i35i36,i36i46,i46i45,i45i44,i44i43
91;i06i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i44,i44i54,i54i55,i55i45,i45i35,i35i25,i25i15,i15i16,i16i26,i26i25
92;i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21
93;i25i24,i24i34,i34i35,i35i36,i36i46,i46i56,i56i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i24,i24i23,i23i13,i13i14,i14i24,i24i23,i23i13
94;i66i65,i65i64,i64i74,i74i75,i75i65,i65i64,i64i63,i63i53,i53i43,i43i33,i33i34,i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i52
95;i24i34,i34i44,i44i43,i43i42,i42i52,i52i53,i53i43,i43i42,i42i52,i52i62,i62i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i72
96;i47i37,i37i27,i27i26,i26i25,i25i24,i24i34,i34i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17
97;i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07
98;i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i32,i32i33,i33i34,i34i44,i44i43,i43i42,i42i52,i52i53,i53i43,i43i42
99;i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i53,i53i54,i54i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i66,i66i76,i76i77
100;i63i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i65,i65i55
101;i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i57,i57i47
102;i22i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i52
103;i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i54,i54i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i44,i44i43,i43i42,i42i52
104;i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64
105;i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i55,i55i45,i45i35,i35i25,i25i15,i15i05
106;i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05
107;i43i33,i33i23,i23i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71
108;i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64
109;i62i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63
110;i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i57
111;i34i44,i44i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06
112;i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i17,i17i07
113;i22i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i51,i51i52,i52i53,i53i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i34
114;i33i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07
115;i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i20,i20i30
116;i02i12,i12i13,i13i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i35,i35i36,i36i37,i37i27,i27i26,i26i36
117;i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i65,i65i55,i55i45,i45i44
118;i36i37,i37i27,i27i26,i26i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i57
119;i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56
120;i53i43,i43i33,i33i23,i23i22,i22i32,i32i42,i42i41,i41i31,i31i21,i21i11,i11i12,i12i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16
121;i53i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74
122;i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i45,i45i44,i44i54,i54i64
123;i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12
124;i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i15
125;i24i34,i34i44,i44i43,i43i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10
126;i71i61,i61i51,i51i41,i41i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41,i41i31,i31i32,i32i33,i33i23
127;i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i34,i34i35,i35i36,i36i46,i46i45,i45i35
128;i25i24,i24i34,i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73,i73i63,i63i53
129;i36i46,i46i45,i45i44,i44i43,i43i42,i42i41,i41i31,i31i21,i21i11,i11i12,i12i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i33,i33i34,i34i35
130;i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i44,i44i43,i43i33,i33i23,i23i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01
131;i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10
132;i26i36,i36i46,i46i45,i45i44,i44i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i64,i64i74
133;i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77
134;i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72
135;i75i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67
136;i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50,i50i51,i51i52,i52i53,i53i43,i43i42
137;i54i55,i55i45,i45i44,i44i54,i54i64,i64i63,i63i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i32,i32i42,i42i52,i52i53
138;i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i53,i53i43,i43i33,i33i23
139;i16i26,i26i36,i36i46,i46i45,i45i44,i44i54,i54i64,i64i74,i74i75,i75i65,i65i55,i55i45,i45i44,i44i54,i54i55,i55i45,i45i35,i35i25,i25i24
140;i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03
141;i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i40,i40i50
142;i27i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i37,i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i44,i44i43,i43i42
143;i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07
144;i70i71,i71i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i45,i45i44,i44i43,i43i42,i42i52,i52i53,i53i43,i43i33
