Time,Affected_Vehicles,Messages_Received,Affected_And_Received,AVG_Reaction_Time
40.5,204,204,19,0.0
41.0,207,207,19,0.0
41.5,207,207,19,0.0
42.0,207,207,19,0.0
42.5,207,207,19,0.0
43.0,207,207,19,0.0
43.5,207,207,19,0.0
44.0,207,207,19,0.0
44.5,213,213,20,0.0
45.0,216,216,20,0.0
45.5,216,216,20,0.0
46.0,216,216,20,0.0
46.5,216,216,20,0.0
47.0,216,216,20,0.0
47.5,216,216,20,0.0
48.0,222,222,21,0.0
48.5,228,228,23,0.0
49.0,232,232,23,0.0
49.5,237,237,24,0.0
50.0,239,239,25,0.0
50.5,242,242,25,0.0
51.0,242,242,25,0.0
51.5,243,243,26,0.0
52.0,243,243,26,0.0
52.5,243,243,26,0.0
53.0,250,250,27,0.0
53.5,253,253,29,0.0
54.0,254,254,30,1.3166666666666667
54.5,261,261,31,1.2741935483870968
55.0,263,263,31,1.2741935483870968
55.5,263,263,32,2.515625
56.0,263,263,33,3.696969696969697
56.5,265,265,34,3.588235294117647
57.0,265,265,34,3.588235294117647
57.5,265,265,34,3.588235294117647
58.0,265,265,34,3.588235294117647
58.5,265,265,34,3.588235294117647
59.0,265,265,34,3.588235294117647
59.5,265,265,34,3.588235294117647
60.0,265,265,34,3.588235294117647
60.5,268,268,35,3.4857142857142858
61.0,281,281,36,3.388888888888889
61.5,282,282,36,3.388888888888889
62.0,282,282,36,3.388888888888889
62.5,283,283,37,3.2972972972972974
63.0,284,284,38,3.210526315789474
63.5,285,285,38,3.210526315789474
64.0,285,285,38,3.210526315789474
64.5,285,285,38,3.210526315789474
65.0,285,285,38,3.210526315789474
65.5,285,285,38,3.210526315789474
66.0,285,285,38,3.210526315789474
66.5,285,285,38,3.210526315789474
67.0,285,285,38,3.210526315789474
67.5,285,285,38,3.210526315789474
68.0,285,285,38,3.210526315789474
68.5,285,285,38,3.210526315789474
69.0,285,285,38,3.210526315789474
69.5,285,285,38,3.210526315789474
70.0,286,286,39,3.128205128205128
70.5,290,290,39,3.128205128205128
71.0,290,290,39,3.128205128205128
71.5,293,293,40,3.05
72.0,294,294,40,3.05
72.5,305,305,42,4.071428571428571
73.0,306,306,42,4.071428571428571
73.5,307,307,43,3.9767441860465116
74.0,310,310,43,3.9767441860465116
74.5,310,310,43,3.9767441860465116
75.0,310,310,43,3.9767441860465116
75.5,311,311,44,3.8863636363636362
76.0,314,314,46,6.423913043478261
76.5,314,314,46,6.423913043478261
77.0,314,314,46,6.423913043478261
77.5,314,314,46,6.423913043478261
78.0,314,314,47,7.361702127659575
78.5,314,314,47,7.361702127659575
79.0,314,314,48,8.1875
79.5,314,314,48,8.1875
80.0,314,314,48,8.1875
80.5,314,314,48,8.1875
81.0,314,314,48,8.1875
81.5,314,314,48,8.1875
82.0,314,314,49,9.39795918367347
82.5,314,314,49,9.39795918367347
83.0,316,316,52,10.625
83.5,322,322,52,10.625
84.0,322,322,52,10.625
84.5,322,322,52,10.625
85.0,322,322,52,10.625
85.5,322,322,52,10.625
86.0,322,322,52,10.625
86.5,322,322,52,10.625
87.0,323,323,53,10.424528301886792
87.5,323,323,54,11.416666666666666
88.0,323,323,54,11.416666666666666
88.5,323,323,55,12.745454545454546
89.0,327,327,57,13.605263157894736
89.5,328,328,57,13.605263157894736
90.0,328,328,57,13.605263157894736
90.5,330,330,59,14.610169491525424
91.0,337,337,60,14.366666666666667
91.5,339,339,66,18.772727272727273
92.0,350,350,69,17.956521739130434
92.5,352,352,71,17.767605633802816
93.0,356,356,73,18.671232876712327
93.5,356,356,73,18.671232876712327
94.0,356,356,74,19.256756756756758
94.5,356,356,74,19.256756756756758
95.0,358,358,75,19.0
95.5,359,359,77,19.038961038961038
96.0,360,360,78,18.794871794871796
96.5,361,361,79,18.556962025316455
97.0,361,361,79,18.556962025316455
97.5,361,361,79,18.556962025316455
98.0,361,361,80,19.5
98.5,363,363,82,19.024390243902438
99.0,369,369,86,19.122093023255815
99.5,370,370,86,19.122093023255815
100.0,370,370,86,19.122093023255815
100.5,373,373,87,18.902298850574713
101.0,382,382,91,19.752747252747252
101.5,382,382,91,19.752747252747252
102.0,382,382,91,19.752747252747252
102.5,382,382,91,19.752747252747252
103.0,382,382,92,20.17391304347826
103.5,382,382,92,20.17391304347826
104.0,382,382,93,20.919354838709676
104.5,382,382,94,21.382978723404257
105.0,382,382,96,22.463541666666668
105.5,382,382,97,22.572164948453608
106.0,382,382,98,23.178571428571427
106.5,384,384,101,23.544554455445546
107.0,386,386,102,23.475490196078432
107.5,386,386,105,24.695238095238096
108.0,386,386,108,25.787037037037038
108.5,386,386,110,26.94090909090909
109.0,386,386,110,26.94090909090909
109.5,387,387,111,26.6981981981982
110.0,387,387,112,26.794642857142858
110.5,387,387,114,27.50877192982456
111.0,388,388,117,28.04700854700855
111.5,388,388,117,28.04700854700855
112.0,389,389,118,27.809322033898304
112.5,389,389,119,28.18487394957983
113.0,389,389,120,28.858333333333334
113.5,389,389,121,28.96694214876033
114.0,389,389,121,28.96694214876033
114.5,389,389,122,28.987704918032787
115.0,389,389,123,29.29268292682927
115.5,389,389,123,29.29268292682927
116.0,389,389,123,29.29268292682927
116.5,389,389,124,29.411290322580644
117.0,389,389,125,29.82
117.5,389,389,126,30.226190476190474
118.0,389,389,126,30.226190476190474
118.5,389,389,126,30.226190476190474
119.0,389,389,126,30.226190476190474
119.5,389,389,126,30.226190476190474
120.0,389,389,127,30.748031496062993
120.5,389,389,127,30.748031496062993
121.0,389,389,127,30.748031496062993
121.5,389,389,127,30.748031496062993
122.0,389,389,127,30.748031496062993
122.5,389,389,127,30.748031496062993
123.0,389,389,127,30.748031496062993
123.5,389,389,128,31.359375
124.0,389,389,129,32.04651162790697
124.5,389,389,129,32.04651162790697
125.0,389,389,129,32.04651162790697
125.5,389,389,130,32.73461538461538
126.0,389,389,130,32.73461538461538
126.5,389,389,131,32.896946564885496
127.0,389,389,133,33.95864661654135
127.5,389,389,137,34.90875912408759
128.0,389,389,139,36.02158273381295
128.5,389,389,140,36.51428571428571
129.0,389,389,140,36.51428571428571
129.5,389,389,140,36.51428571428571
130.0,389,389,142,36.894366197183096
130.5,389,389,142,36.894366197183096
131.0,389,389,142,36.894366197183096
131.5,389,389,143,36.92307692307692
132.0,389,389,143,36.92307692307692
132.5,389,389,144,37.423611111111114
133.0,389,389,144,37.423611111111114
133.5,389,389,144,37.423611111111114
134.0,389,389,144,37.423611111111114
134.5,389,389,144,37.423611111111114
135.0,389,389,146,38.47260273972603
135.5,389,389,147,38.97278911564626
136.0,389,389,149,39.553691275167786
136.5,389,389,149,39.553691275167786
137.0,389,389,150,39.6
137.5,389,389,151,40.09271523178808
138.0,389,389,151,40.09271523178808
138.5,389,389,151,40.09271523178808
139.0,389,389,157,42.02229299363057
139.5,389,389,158,42.25316455696203
140.0,389,389,158,42.25316455696203
140.5,389,389,158,42.25316455696203
141.0,389,389,158,42.25316455696203
141.5,389,389,158,42.25316455696203
142.0,389,389,158,42.25316455696203
142.5,389,389,159,42.85849056603774
143.0,389,389,159,42.85849056603774
143.5,390,390,164,44.3140243902439
144.0,394,394,168,45.776785714285715
144.5,394,394,172,46.9593023255814
145.0,394,394,174,47.6551724137931
145.5,394,394,174,47.6551724137931
146.0,394,394,174,47.6551724137931
146.5,394,394,174,47.6551724137931
147.0,394,394,174,47.6551724137931
147.5,394,394,178,49.21067415730337
148.0,394,394,179,49.63128491620112
148.5,394,394,179,49.63128491620112
149.0,394,394,179,49.63128491620112
149.5,394,394,180,49.78333333333333
150.0,394,394,181,49.87845303867403
150.5,394,394,182,50.167582417582416
151.0,394,394,183,50.21584699453552
151.5,394,394,185,51.05945945945946
152.0,394,394,189,51.96296296296296
152.5,394,394,192,52.768229166666664
153.0,394,394,195,53.92307692307692
153.5,394,394,196,54.119897959183675
154.0,394,394,197,54.55329949238579
154.5,394,394,197,54.55329949238579
155.0,394,394,197,54.55329949238579
155.5,394,394,197,54.55329949238579
156.0,394,394,198,54.60353535353536
156.5,394,394,199,54.91206030150754
157.0,394,394,199,54.91206030150754
157.5,394,394,200,54.92
158.0,394,394,200,54.92
158.5,394,394,200,54.92
159.0,394,394,200,54.92
159.5,394,394,201,55.027363184079604
160.0,394,394,202,55.37623762376238
160.5,394,394,202,55.37623762376238
161.0,394,394,202,55.37623762376238
161.5,394,394,202,55.37623762376238
162.0,394,394,203,55.68226600985221
162.5,394,394,203,55.68226600985221
163.0,394,394,203,55.68226600985221
163.5,394,394,204,55.759803921568626
164.0,394,394,204,55.759803921568626
164.5,394,394,204,55.759803921568626
165.0,394,394,204,55.759803921568626
165.5,394,394,204,55.759803921568626
166.0,394,394,205,56.06341463414634
166.5,394,394,206,56.30339805825243
167.0,394,394,206,56.30339805825243
167.5,394,394,206,56.30339805825243
168.0,394,394,206,56.30339805825243
168.5,394,394,207,56.40096618357488
169.0,394,394,208,56.82692307692308
169.5,394,394,208,56.82692307692308
170.0,394,394,208,56.82692307692308
170.5,394,394,209,57.25837320574163
171.0,394,394,209,57.25837320574163
171.5,394,394,209,57.25837320574163
172.0,394,394,209,57.25837320574163
172.5,394,394,212,57.931603773584904
173.0,394,394,212,57.931603773584904
173.5,395,395,215,58.48837209302326
174.0,396,396,217,59.306451612903224
174.5,396,396,219,59.77168949771689
175.0,396,396,219,59.77168949771689
175.5,396,396,222,60.502252252252255
176.0,396,396,222,60.502252252252255
176.5,396,396,222,60.502252252252255
177.0,396,396,222,60.502252252252255
177.5,396,396,222,60.502252252252255
178.0,396,396,222,60.502252252252255
178.5,396,396,222,60.502252252252255
179.0,396,396,223,60.81614349775785
179.5,396,396,223,60.81614349775785
180.0,396,396,225,61.48444444444444
180.5,396,396,225,61.48444444444444
181.0,396,396,225,61.48444444444444
181.5,396,396,226,61.64823008849557
182.0,396,396,226,61.64823008849557
182.5,396,396,226,61.64823008849557
183.0,396,396,226,61.64823008849557
183.5,396,396,226,61.64823008849557
184.0,396,396,226,61.64823008849557
184.5,396,396,227,61.784140969163
185.0,396,396,227,61.784140969163
185.5,396,396,229,62.493449781659386
186.0,396,396,229,62.493449781659386
186.5,396,396,230,63.01521739130435
187.0,396,396,230,63.01521739130435
187.5,396,396,231,63.53679653679654
188.0,396,396,233,64.01716738197425
188.5,396,396,234,64.16880341880342
189.0,396,396,238,65.6218487394958
189.5,397,397,243,66.44855967078189
190.0,397,397,245,66.93877551020408
190.5,397,397,245,66.93877551020408
191.0,397,397,247,67.69028340080972
191.5,397,397,248,67.61088709677419
192.0,397,397,249,67.68273092369478
192.5,397,397,249,67.68273092369478
193.0,397,397,250,67.966
193.5,397,397,252,68.71825396825396
194.0,397,397,253,68.82213438735178
194.5,397,397,256,69.5
195.0,397,397,258,70.23062015503876
195.5,397,397,258,70.23062015503876
196.0,397,397,259,70.48069498069498
196.5,397,397,263,71.25475285171103
197.0,397,397,265,71.8433962264151
197.5,397,397,266,72.30075187969925
198.0,397,397,267,72.60486891385767
198.5,398,398,269,72.65241635687732
199.0,398,398,271,73.25830258302582
199.5,399,399,273,73.36630036630036
