14;i57i47,i47i37,i37i27,i27i26,i26i25,i25i15,i15i16,i16i26,i26i36,i36i46,i46i56,i56i66,i66i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i74
15;i22i32,i32i33,i33i23,i23i22,i22i32,i32i42,i42i41,i41i31,i31i32,i32i33,i33i23,i23i13,i13i14,i14i15,i15i16,i16i26,i26i36,i36i46,i46i56
16;i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10
17;i30i31,i31i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i52,i52i53,i53i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i34,i34i35,i35i25,i25i24
18;i73i63,i63i53,i53i43,i43i42,i42i41,i41i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50
19;i57i47,i47i46,i46i56,i56i66,i66i65,i65i55,i55i45,i45i35,i35i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01
20;i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i40,i40i50
21;i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i21
22;i24i34,i34i35,i35i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10
23;i10i20,i20i30,i30i31,i31i32,i32i33,i33i34,i34i35,i35i36,i36i46,i46i45,i45i35,i35i36,i36i46,i46i56,i56i66,i66i65,i65i55,i55i45,i45i44
24;i46i56,i56i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10
25;i14i15,i15i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i11,i11i01,i01i00
26;i26i25,i25i15,i15i16,i16i26,i26i36,i36i46,i46i45,i45i44,i44i54,i54i64,i64i63,i63i62,i62i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70
27;i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i33,i33i23,i23i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i51
28;i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30
29;i22i32,i32i33,i33i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i44,i44i54,i54i55,i55i56
30;i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i26,i26i25,i25i15
31;i63i53,i53i43,i43i33,i33i34,i34i44,i44i54,i54i55,i55i45,i45i35,i35i36,i36i46,i46i45,i45i44,i44i54,i54i64,i64i63,i63i62,i62i72,i72i73
32;i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40
33;i71i61,i61i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i23
34;i32i33,i33i23,i23i22,i22i32,i32i33,i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71
35;i50i51,i51i52,i52i53,i53i54,i54i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63,i63i62,i62i61,i61i60,i60i70,i70i71
36;i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i14,i14i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24
37;i51i52,i52i53,i53i43,i43i42,i42i52,i52i53,i53i43,i43i42,i42i41,i41i31,i31i32,i32i33,i33i23,i23i13,i13i14,i14i15,i15i05,i05i04,i04i03
38;i15i16,i16i26,i26i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i45,i45i35,i35i36,i36i46,i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i76
39;i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i42,i42i52,i52i53
40;i14i24,i24i34,i34i44,i44i43,i43i42,i42i41,i41i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i34,i34i35
41;i30i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i52,i52i53,i53i43,i43i33,i33i34,i34i44,i44i43,i43i42,i42i52,i52i53,i53i54,i54i64
42;i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i32,i32i42,i42i41,i41i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71
43;i36i37,i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i24,i24i34,i34i44,i44i54,i54i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i66
44;i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54
45;i23i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i42,i42i52,i52i53,i53i43,i43i33,i33i34,i34i44,i44i54,i54i55,i55i45,i45i44,i44i54,i54i55
46;i30i31,i31i21,i21i11,i11i12,i12i22,i22i32,i32i33,i33i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20
47;i30i31,i31i32,i32i42,i42i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77
48;i54i55,i55i45,i45i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i16,i16i26,i26i36,i36i37,i37i27,i27i17
49;i67i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i55,i55i56,i56i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i23,i23i22,i22i21,i21i20
50;i06i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32
