Time,Affected_Vehicles,Messages_Received,Affected_And_Received,AVG_Reaction_Time
40.5,19,19,19,0.0
41.0,19,19,19,0.0
41.5,19,19,19,0.0
42.0,19,19,19,0.0
42.5,19,19,19,0.0
43.0,19,19,19,0.0
43.5,19,19,19,0.0
44.0,19,19,19,0.0
44.5,20,20,20,0.0
45.0,20,20,20,0.0
45.5,20,20,20,0.0
46.0,20,20,20,0.0
46.5,20,20,20,0.0
47.0,20,20,20,0.0
47.5,20,20,20,0.0
48.0,21,21,21,0.0
48.5,23,23,23,0.0
49.0,23,23,23,0.0
49.5,24,24,24,0.0
50.0,25,25,25,0.0
50.5,25,25,25,0.0
51.0,25,25,25,0.0
51.5,26,26,26,0.0
52.0,26,26,26,0.0
52.5,26,26,26,0.0
53.0,27,27,27,0.0
53.5,29,29,29,0.0
54.0,30,30,30,0.0
54.5,31,31,31,0.0
55.0,31,31,31,0.0
55.5,32,32,32,0.0
56.0,33,33,33,0.0
56.5,34,34,34,0.0
57.0,34,34,34,0.0
57.5,34,34,34,0.0
58.0,34,34,34,0.0
58.5,34,34,34,0.0
59.0,34,34,34,0.0
59.5,34,34,34,0.0
60.0,34,34,34,0.0
60.5,35,35,35,0.0
61.0,36,36,36,0.0
61.5,36,36,36,0.0
62.0,36,36,36,0.0
62.5,37,37,37,0.0
63.0,38,38,38,0.0
63.5,38,38,38,0.0
64.0,38,38,38,0.0
64.5,38,38,38,0.0
65.0,38,38,38,0.0
65.5,38,38,38,0.0
66.0,38,38,38,0.0
66.5,38,38,38,0.0
67.0,38,38,38,0.0
67.5,38,38,38,0.0
68.0,38,38,38,0.0
68.5,38,38,38,0.0
69.0,38,38,38,0.0
69.5,38,38,38,0.0
70.0,39,39,39,0.0
70.5,39,39,39,0.0
71.0,39,39,39,0.0
71.5,40,40,40,0.0
72.0,40,40,40,0.0
72.5,42,42,42,0.0
73.0,42,42,42,0.0
73.5,43,43,43,0.0
74.0,43,43,43,0.0
74.5,43,43,43,0.0
75.0,43,43,43,0.0
75.5,44,44,44,0.0
76.0,46,46,46,0.0
76.5,46,46,46,0.0
77.0,46,46,46,0.0
77.5,46,46,46,0.0
78.0,47,47,47,0.0
78.5,47,47,47,0.0
79.0,48,48,48,0.0
79.5,48,48,48,0.0
80.0,48,48,48,0.0
80.5,48,48,48,0.0
81.0,48,48,48,0.0
81.5,48,48,48,0.0
82.0,49,49,49,0.0
82.5,49,49,49,0.0
83.0,52,52,52,0.0
83.5,52,52,52,0.0
84.0,52,52,52,0.0
84.5,52,52,52,0.0
85.0,52,52,52,0.0
85.5,52,52,52,0.0
86.0,52,52,52,0.0
86.5,52,52,52,0.0
87.0,53,53,53,0.0
87.5,54,54,54,0.0
88.0,54,54,54,0.0
88.5,55,55,55,0.0
89.0,57,57,57,0.0
89.5,57,57,57,0.0
90.0,57,57,57,0.0
90.5,59,59,59,0.0
91.0,60,60,60,0.0
91.5,66,66,66,0.0
92.0,69,69,69,0.0
92.5,71,71,71,0.0
93.0,73,73,73,0.0
93.5,73,73,73,0.0
94.0,74,74,74,0.0
94.5,74,74,74,0.0
95.0,75,75,75,0.0
95.5,77,77,77,0.0
96.0,78,78,78,0.0
96.5,79,79,79,0.0
97.0,79,79,79,0.0
97.5,79,79,79,0.0
98.0,80,80,80,0.0
98.5,82,82,82,0.0
99.0,86,86,86,0.0
99.5,86,86,86,0.0
100.0,86,86,86,0.0
100.5,87,87,87,0.0
101.0,91,91,91,0.0
101.5,91,91,91,0.0
102.0,91,91,91,0.0
102.5,91,91,91,0.0
103.0,92,92,92,0.0
103.5,92,92,92,0.0
104.0,93,93,93,0.0
104.5,94,94,94,0.0
105.0,96,96,96,0.0
105.5,97,97,97,0.0
106.0,98,98,98,0.0
106.5,101,101,101,0.0
107.0,102,102,102,0.0
107.5,105,105,105,0.0
108.0,108,108,108,0.0
108.5,110,110,110,0.0
109.0,110,110,110,0.0
109.5,111,111,111,0.0
110.0,112,112,112,0.0
110.5,114,114,114,0.0
111.0,117,117,117,0.0
111.5,117,117,117,0.0
112.0,118,118,118,0.0
112.5,119,119,119,0.0
113.0,129,129,120,0.0
113.5,361,361,121,0.004132231404958678
114.0,361,361,121,0.004132231404958678
114.5,361,361,122,0.01639344262295082
115.0,361,361,123,0.032520325203252036
115.5,361,361,123,0.032520325203252036
116.0,361,361,123,0.032520325203252036
116.5,361,361,124,0.06048387096774194
117.0,361,361,125,0.092
117.5,361,361,126,0.12698412698412698
118.0,361,361,126,0.12698412698412698
118.5,361,361,126,0.12698412698412698
119.0,361,361,126,0.12698412698412698
119.5,361,361,126,0.12698412698412698
120.0,361,361,127,0.18110236220472442
120.5,361,361,127,0.18110236220472442
121.0,361,361,127,0.18110236220472442
121.5,361,361,127,0.18110236220472442
122.0,361,361,127,0.18110236220472442
122.5,361,361,127,0.18110236220472442
123.0,361,361,127,0.18110236220472442
123.5,361,361,128,0.26171875
124.0,361,361,129,0.3449612403100775
124.5,361,361,129,0.3449612403100775
125.0,361,361,129,0.3449612403100775
125.5,361,361,130,0.43846153846153846
126.0,361,361,130,0.43846153846153846
126.5,361,361,131,0.5381679389312977
127.0,361,361,133,0.7406015037593985
127.5,361,361,137,1.1423357664233578
128.0,361,361,139,1.341726618705036
128.5,361,361,140,1.4428571428571428
129.0,361,361,140,1.4428571428571428
129.5,361,361,140,1.4428571428571428
130.0,361,361,142,1.6619718309859155
130.5,361,361,142,1.6619718309859155
131.0,361,361,142,1.6619718309859155
131.5,361,361,143,1.7797202797202798
132.0,361,361,143,1.7797202797202798
132.5,361,361,144,1.9027777777777777
133.0,361,361,144,1.9027777777777777
133.5,361,361,144,1.9027777777777777
134.0,361,361,144,1.9027777777777777
134.5,361,361,144,1.9027777777777777
135.0,361,361,146,2.1780821917808217
135.5,361,361,147,2.316326530612245
136.0,361,361,149,2.5939597315436242
136.5,361,361,149,2.5939597315436242
137.0,361,361,150,2.736666666666667
137.5,361,361,151,2.880794701986755
138.0,361,361,151,2.880794701986755
138.5,361,361,151,2.880794701986755
139.0,361,361,157,3.7643312101910826
139.5,361,361,158,3.9082278481012658
140.0,361,361,158,3.9082278481012658
140.5,361,361,158,3.9082278481012658
141.0,361,361,158,3.9082278481012658
141.5,361,361,158,3.9082278481012658
142.0,361,361,158,3.9082278481012658
142.5,361,361,159,4.069182389937107
143.0,361,361,159,4.069182389937107
143.5,361,361,164,4.875
144.0,361,361,168,5.497023809523809
144.5,361,361,172,6.101744186046512
145.0,361,361,174,6.399425287356322
145.5,361,361,174,6.399425287356322
146.0,361,361,174,6.399425287356322
146.5,361,361,174,6.399425287356322
147.0,361,361,174,6.399425287356322
147.5,361,361,178,7.030898876404494
148.0,361,361,179,7.187150837988827
148.5,361,361,179,7.187150837988827
149.0,361,361,179,7.187150837988827
149.5,361,361,180,7.35
150.0,361,361,181,7.513812154696133
150.5,361,361,182,7.678571428571429
151.0,361,361,183,7.844262295081967
151.5,361,361,185,8.175675675675675
152.0,361,361,189,8.828042328042327
152.5,362,362,192,9.1015625
153.0,363,363,195,9.371794871794872
153.5,363,363,196,9.53061224489796
154.0,363,363,197,9.690355329949238
154.5,363,363,197,9.690355329949238
155.0,363,363,197,9.690355329949238
155.5,363,363,197,9.690355329949238
156.0,363,363,198,9.858585858585858
156.5,363,363,199,10.027638190954773
157.0,363,363,199,10.027638190954773
157.5,363,363,200,10.2
158.0,363,363,200,10.2
158.5,363,363,200,10.2
159.0,363,363,200,10.2
159.5,363,363,201,10.380597014925373
160.0,363,363,202,10.561881188118813
160.5,363,363,202,10.561881188118813
161.0,363,363,202,10.561881188118813
161.5,363,363,202,10.561881188118813
162.0,363,363,203,10.751231527093596
162.5,363,363,203,10.751231527093596
163.0,363,363,203,10.751231527093596
163.5,363,363,204,10.946078431372548
164.0,363,363,204,10.946078431372548
164.5,363,363,204,10.946078431372548
165.0,363,363,204,10.946078431372548
165.5,363,363,204,10.946078431372548
166.0,363,363,205,11.151219512195121
166.5,363,363,206,11.356796116504855
167.0,363,363,206,11.356796116504855
167.5,363,363,206,11.356796116504855
168.0,363,363,206,11.356796116504855
168.5,363,363,207,11.570048309178745
169.0,364,364,208,11.514423076923077
169.5,364,364,208,11.514423076923077
170.0,364,364,208,11.514423076923077
170.5,364,364,209,11.73444976076555
171.0,364,364,209,11.73444976076555
171.5,364,364,209,11.73444976076555
172.0,364,364,209,11.73444976076555
172.5,365,365,212,12.129716981132075
173.0,365,365,212,12.129716981132075
173.5,366,366,215,12.523255813953488
174.0,368,368,217,12.40783410138249
174.5,368,368,219,12.856164383561644
175.0,368,368,219,12.856164383561644
175.5,368,368,222,13.527027027027026
176.0,368,368,222,13.527027027027026
176.5,368,368,222,13.527027027027026
177.0,368,368,222,13.527027027027026
177.5,368,368,222,13.527027027027026
178.0,368,368,222,13.527027027027026
178.5,368,368,222,13.527027027027026
179.0,368,368,223,13.762331838565023
179.5,368,368,223,13.762331838565023
180.0,368,368,225,14.235555555555555
180.5,368,368,225,14.235555555555555
181.0,368,368,225,14.235555555555555
181.5,368,368,226,14.475663716814159
182.0,368,368,226,14.475663716814159
182.5,368,368,226,14.475663716814159
183.0,368,368,226,14.475663716814159
183.5,368,368,226,14.475663716814159
184.0,368,368,226,14.475663716814159
184.5,368,368,227,14.726872246696034
185.0,368,368,227,14.726872246696034
185.5,368,368,229,15.231441048034934
186.0,368,368,229,15.231441048034934
186.5,368,368,230,15.484782608695653
187.0,368,368,230,15.484782608695653
187.5,368,368,231,15.74025974025974
188.0,368,368,233,16.248927038626608
188.5,368,368,234,16.502136752136753
189.0,368,368,238,17.502100840336134
189.5,369,369,243,18.401234567901234
190.0,369,369,245,18.879591836734694
190.5,369,369,245,18.879591836734694
191.0,369,369,247,19.358299595141702
191.5,370,370,248,19.280241935483872
192.0,370,370,249,19.52008032128514
192.5,370,370,249,19.52008032128514
193.0,370,370,250,19.762
193.5,370,370,252,20.24404761904762
194.0,370,370,253,20.484189723320156
194.5,371,371,256,20.880859375
195.0,372,372,258,21.036821705426355
195.5,372,372,258,21.036821705426355
196.0,372,372,259,21.276061776061777
196.5,372,372,263,22.222433460076047
197.0,372,372,265,22.68867924528302
197.5,373,373,266,22.603383458646615
198.0,374,374,267,22.5187265917603
198.5,375,375,269,22.66914498141264
199.0,376,376,271,22.819188191881917
199.5,377,377,273,22.968864468864467
